Date,Directorate,Beneficiary,Summary,Amount,Merchant Category,Supplier Number
29/03/2021,Healthcare,Altrucare Ltd,Maintenance,402.57,Travel Expenses,S106
29/03/2021,Housing,Select Private Hire Ltd,Training,294.9,Office Supplies,S871
29/03/2021,Infrastructure,CC Stim UK Holdco Ltd,Project Management,276.16,Travel Expenses,S241
30/03/2021,Education,Education City Ltd,Consultation,393.19,Office Supplies,S481
30/03/2021,Community Services,Mosley Court Care Services,Equipment Purchase,179.95,Utilities,S502
30/03/2021,Education,Chaplins Ltd,Training,166.07,Utilities,S296
30/03/2021,Education,Harris Parts Limited,Equipment Purchase,436.3,Travel Expenses,S348
30/03/2021,Housing,Dudley Zoological Gardens,Consultation,235.56,Consulting,S909
30/03/2021,Healthcare,Plug Mentoring and Development Ltd,Training,468.54,Consulting,S554
30/03/2021,Healthcare,WYG Management Services Ltd,Maintenance,169.57,Travel Expenses,S994
31/03/2021,Housing,Specialist Lighting And Electrical,Maintenance,107.9,Office Supplies,S370
31/03/2021,Education,Chubb Systems Ltd,Project Management,138.94,Travel Expenses,S559
31/03/2021,Infrastructure,Malt House Barn Ltd,Training,493.06,Utilities,S710
31/03/2021,Healthcare,Central Academies Trust Ltd,Equipment Purchase,262.94,Food & Drink Purchases,S620
31/03/2021,Community Services,Safe Haven Training Limited,Project Management,356.59,Consulting,S507
31/03/2021,Community Services,Omega Funerals Ltd,Project Management,308.1,Office Supplies,S327
31/03/2021,Housing,Czech & Slovak Club UK C.I.C,Consultation,351.01,Food & Drink Purchases,S959
31/03/2021,Infrastructure,Forward Drains Ltd,Project Management,383.59,Consulting,S204
01/04/2021,Healthcare,Ambinet Software Ltd,Training,271.93,Travel Expenses,S939
01/04/2021,Community Services,Tacho-Fit Ltd,Consultation,352.57,Food & Drink Purchases,S514
01/04/2021,Community Services,Nuneaton Harriers Community Association,Consultation,267.05,Utilities,S478
01/04/2021,Infrastructure,Our Lady & All Saints Catholic Multi Academy Company,Project Management,437.61,Utilities,S498
01/04/2021,Education,Impact In Learning,Equipment Purchase,65.95,Utilities,S324
01/04/2021,Education,Metropolitan Surveyors Ltd,Training,454.72,Food & Drink Purchases,S628
01/04/2021,Education,Mapleshire Nursery Sch Collaboratio,Equipment Purchase,102.04,Travel Expenses,S135
01/04/2021,Healthcare,Tudor Rose Rest Home,Project Management,58.72,Travel Expenses,S830
02/04/2021,Community Services,Banner Business Solutions Limited,Project Management,146.38,Consulting,S524
02/04/2021,Education,Balfour Beatty Rgl Constr Ltd,Project Management,226.29,Consulting,S842
02/04/2021,Community Services,Central Electrical Systems Ltd,Training,330.16,Food & Drink Purchases,S147
02/04/2021,Healthcare,Knighton Janitorial Ltd,Equipment Purchase,301.33,Utilities,S291
02/04/2021,Infrastructure,P.J. Carey (Contractors) Limited,Project Management,421.79,Utilities,S283
02/04/2021,Education,Beetori Day Centre,Equipment Purchase,350.42,Consulting,S246
02/04/2021,Infrastructure,Aspire Sports Trust,Maintenance,128.98,Consulting,S513
03/04/2021,Infrastructure,Avida Ltd,Project Management,230.74,Utilities,S787
03/04/2021,Housing,Ulysses Care Ltd,Maintenance,481.96,Consulting,S939
03/04/2021,Healthcare,Together Minds CIC,Project Management,489.45,Food & Drink Purchases,S699
03/04/2021,Infrastructure,Studio Accomodation Ltd,Project Management,441.86,Utilities,S294
03/04/2021,Infrastructure,Belmont Sandbanks Ltd,Project Management,194.69,Food & Drink Purchases,S452
03/04/2021,Housing,Barques Public Relations Ltd,Consultation,145.22,Utilities,S925
03/04/2021,Community Services,Fargo Dining Club Ltd,Consultation,232.73,Utilities,S194
03/04/2021,Infrastructure,OMI Capital Ltd,Project Management,118.78,Utilities,S243
04/04/2021,Healthcare,LG Futures Limited,Project Management,310.82,Travel Expenses,S481
04/04/2021,Healthcare,Reach2 Academy Trust,Consultation,449.07,Consulting,S705
04/04/2021,Community Services,Milestone Education Ltd,Consultation,211.46,Food & Drink Purchases,S203
04/04/2021,Education,Christine Ashton Ltd,Maintenance,245.46,Office Supplies,S877
04/04/2021,Education,Christ Church Birmimgham,Equipment Purchase,463.93,Utilities,S174
04/04/2021,Healthcare,Caboodle Books Ltd,Consultation,497.16,Consulting,S743
04/04/2021,Housing,Sandwell Metropolitan Borough Council,Maintenance,188.09,Utilities,S203
04/04/2021,Housing,Egress Ltd,Training,151.18,Utilities,S845
05/04/2021,Education,Diamond Care (2000) Ltd,Consultation,255.25,Consulting,S387
05/04/2021,Housing,Alliance In Partnership Limited,Project Management,418.9,Utilities,S609
05/04/2021,Community Services,Clive Reeves Public Relations Ltd,Consultation,451.41,Food & Drink Purchases,S532
05/04/2021,Healthcare,Centennial Centre Trading (2014) Limited,Consultation,184.12,Office Supplies,S145
05/04/2021,Community Services,BKL Contact Sports Ltd,Equipment Purchase,345.12,Utilities,S561
05/04/2021,Community Services,North Yorkshire County Council,Project Management,493.21,Office Supplies,S495
05/04/2021,Infrastructure,BFS Group Ltd,Project Management,172.34,Food & Drink Purchases,S982
06/04/2021,Education,Bibby Factors Manchester Limited,Equipment Purchase,338.55,Travel Expenses,S481
06/04/2021,Housing,Paradise Circus Limited Partnership,Maintenance,159.74,Office Supplies,S400
06/04/2021,Housing,Comfort Care Homes (Danygraig) Limited,Equipment Purchase,400.57,Utilities,S310
06/04/2021,Healthcare,Hsbc Equipment Finance (UK) Ltd,Training,100.34,Travel Expenses,S505
06/04/2021,Education,PeoplePlus (DP),Project Management,273.93,Travel Expenses,S764
06/04/2021,Healthcare,Linden Lodge,Maintenance,268.1,Travel Expenses,S431
06/04/2021,Housing,Sports And Playground Services UK Limited,Equipment Purchase,197.87,Consulting,S352
06/04/2021,Infrastructure,Pertemps Recruitment Partnrship Ltd,Maintenance,314.1,Food & Drink Purchases,S895
07/04/2021,Education,Src Fire Safety Ltd,Training,319.0,Office Supplies,S890
07/04/2021,Community Services,JP Events Safety Ltd,Training,73.31,Food & Drink Purchases,S741
07/04/2021,Housing,Trl Software Limited,Maintenance,139.68,Travel Expenses,S453
07/04/2021,Infrastructure,Archangel Enterprises Limited,Project Management,193.98,Office Supplies,S905
07/04/2021,Education,Glass Cone Developments Ltd,Project Management,305.3,Travel Expenses,S169
07/04/2021,Community Services,Murphy Brothers Ltd,Training,70.06,Food & Drink Purchases,S526
07/04/2021,Housing,David Coleman & Company,Training,161.68,Office Supplies,S902
07/04/2021,Education,J Lacey (Steeplejacks Conts) Ltd,Project Management,90.97,Office Supplies,S420
08/04/2021,Housing,Bishop Challoner Catholic College,Project Management,65.55,Food & Drink Purchases,S245
08/04/2021,Education,Lookers Mapleshire Ltd,Maintenance,237.73,Consulting,S995
08/04/2021,Community Services,Medica,Consultation,471.58,Consulting,S184
08/04/2021,Education,Transvalue Bv,Project Management,325.34,Travel Expenses,S813
08/04/2021,Education,The Training Partnership (Education) Limited,Maintenance,471.63,Food & Drink Purchases,S936
08/04/2021,Housing,Ignis Group Ltd,Consultation,475.57,Travel Expenses,S317
08/04/2021,Education,Sharp Business Systems UK PLC,Consultation,323.09,Consulting,S297
09/04/2021,Infrastructure,Rivet Holdings Limited,Project Management,358.24,Travel Expenses,S804
09/04/2021,Healthcare,City & Guilds (Of London Institute),Maintenance,335.36,Utilities,S489
09/04/2021,Healthcare,Change Grow Live Services Ltd,Consultation,490.07,Consulting,S735
09/04/2021,Housing,The Growth Company Limited,Equipment Purchase,125.24,Utilities,S223
09/04/2021,Infrastructure,Schoolzine Ltd,Training,224.7,Office Supplies,S941
09/04/2021,Infrastructure,Baobab Care UK Limited,Project Management,118.06,Office Supplies,S930
09/04/2021,Community Services,Spacehouse Limited,Consultation,340.05,Consulting,S311
09/04/2021,Healthcare,Bramley Court Care Homes Limited,Consultation,317.64,Office Supplies,S919
10/04/2021,Infrastructure,R S Components Ltd,Project Management,442.65,Food & Drink Purchases,S975
10/04/2021,Community Services,Bournville Parish Church,Equipment Purchase,438.74,Consulting,S350
10/04/2021,Healthcare,Cooleraid Ltd,Training,62.38,Utilities,S232
10/04/2021,Infrastructure,Hello Services Ltd,Project Management,278.5,Office Supplies,S348
10/04/2021,Community Services,Conatus Health Ltd,Consultation,62.75,Office Supplies,S677
10/04/2021,Housing,Post Office Counters Ltd,Equipment Purchase,212.38,Consulting,S161
10/04/2021,Infrastructure,Environmental Monitoring Consultnts,Equipment Purchase,199.51,Office Supplies,S526
10/04/2021,Housing,Steve Hindmarsh Ltd,Equipment Purchase,457.67,Consulting,S128
11/04/2021,Housing,Fablr Limited,Project Management,234.57,Utilities,S427
11/04/2021,Community Services,Crisis Prevention Institute Inc,Equipment Purchase,284.96,Utilities,S681
11/04/2021,Community Services,The School Development Support Agency,Training,352.24,Travel Expenses,S327
11/04/2021,Education,B Squared Ltd,Project Management,166.82,Food & Drink Purchases,S100
11/04/2021,Community Services,Hurstway Ltd,Consultation,192.91,Utilities,S659
11/04/2021,Healthcare,Saint Marks Day Centre,Project Management,256.92,Consulting,S342
11/04/2021,Housing,C Bastock (Funeral Directors) Ltd,Equipment Purchase,152.67,Office Supplies,S256
12/04/2021,Infrastructure,DOR - Romanian Diaspora CIC,Equipment Purchase,254.06,Food & Drink Purchases,S210
12/04/2021,Infrastructure,Liquid Public Relations Ltd,Project Management,233.35,Utilities,S658
12/04/2021,Community Services,Dynamic Sampling UK Ltd,Training,443.31,Food & Drink Purchases,S951
12/04/2021,Education,Bramley Court Care Homes Limited,Project Management,405.35,Office Supplies,S907
12/04/2021,Healthcare,Mobility Smart Ltd,Consultation,494.79,Consulting,S122
12/04/2021,Housing,Expedition Dynamics Ltd,Consultation,484.41,Office Supplies,S773
12/04/2021,Education,Motorpoint Ltd,Equipment Purchase,404.39,Consulting,S194
12/04/2021,Housing,Conkaa Ltd,Equipment Purchase,286.14,Utilities,S849
13/04/2021,Community Services,Killgerm Chemicals Ltd,Training,422.51,Utilities,S794
13/04/2021,Infrastructure,Visitor Insights Ltd,Equipment Purchase,428.68,Consulting,S220
13/04/2021,Healthcare,Quercas Capital Rentals Limited,Training,436.55,Office Supplies,S611
13/04/2021,Healthcare,Monomax Limited,Project Management,397.27,Travel Expenses,S507
13/04/2021,Education,Holdenby House Events,Project Management,93.92,Office Supplies,S149
13/04/2021,Community Services,Agrovista Uk Ltd,Maintenance,299.01,Food & Drink Purchases,S772
13/04/2021,Community Services,Central Locksmith Ltd,Project Management,475.15,Consulting,S400
13/04/2021,Housing,Enterprise Electrical Services Limited,Equipment Purchase,461.39,Utilities,S337
14/04/2021,Community Services,Pembroke Thomas Ltd,Equipment Purchase,284.04,Consulting,S722
14/04/2021,Healthcare,J2Research Ltd,Maintenance,141.89,Travel Expenses,S792
14/04/2021,Healthcare,Phoenix Commercial Catering Equip L,Consultation,416.06,Consulting,S716
14/04/2021,Healthcare,HDC (England & Wales) Ltd,Training,98.14,Travel Expenses,S246
14/04/2021,Housing,Whizz Education,Project Management,438.15,Travel Expenses,S893
14/04/2021,Housing,T & D Design & Build Limited,Maintenance,491.62,Food & Drink Purchases,S439
14/04/2021,Education,Gb Specialist Lifting Solutions Ltd,Maintenance,69.57,Consulting,S657
15/04/2021,Healthcare,Stone House Brewery Limited,Equipment Purchase,279.4,Utilities,S762
15/04/2021,Education,Cf Corporate Finance Ltd,Training,484.58,Food & Drink Purchases,S981
15/04/2021,Housing,The School Photography Company Limited,Maintenance,125.77,Utilities,S258
15/04/2021,Housing,Primary Teaching Services Ltd,Consultation,417.26,Consulting,S729
15/04/2021,Healthcare,Liberty Support Services Ltd,Equipment Purchase,217.68,Utilities,S600
15/04/2021,Infrastructure,Coventry City Council,Equipment Purchase,102.1,Office Supplies,S102
15/04/2021,Education,Workwave UK Limited,Maintenance,204.75,Office Supplies,S756
15/04/2021,Community Services,Earlswood Hungry Horse Ltd,Equipment Purchase,477.24,Utilities,S469
16/04/2021,Education,Shanti Womens Group,Training,304.02,Office Supplies,S569
16/04/2021,Community Services,Wrightsure Insurance,Consultation,208.43,Utilities,S507
16/04/2021,Education,Centennial Centre Trading (2014) Limited,Maintenance,326.74,Utilities,S765
16/04/2021,Housing,Barefoot Elearning Ltd,Maintenance,210.96,Travel Expenses,S515
16/04/2021,Education,Killgerm Chemicals Ltd,Training,63.09,Travel Expenses,S679
16/04/2021,Housing,Orbis Education Trust,Equipment Purchase,384.04,Utilities,S580
16/04/2021,Community Services,CRB Cunninghams Limited,Maintenance,213.48,Office Supplies,S777
16/04/2021,Education,Eversden & Pulham Limited,Equipment Purchase,370.72,Travel Expenses,S269
17/04/2021,Community Services,Redquardrant Ltd,Consultation,477.07,Consulting,S199
17/04/2021,Healthcare,Sodexo Motivation Solutions UK Ltd,Maintenance,450.93,Utilities,S367
17/04/2021,Education,Ofcom,Consultation,195.56,Consulting,S219
17/04/2021,Infrastructure,Elite International Gymwear Limited,Equipment Purchase,182.53,Travel Expenses,S971
17/04/2021,Housing,Crelling Harnesses For The Disabled,Maintenance,276.06,Utilities,S676
17/04/2021,Education,Clarkeprint Ltd,Training,291.9,Consulting,S210
17/04/2021,Infrastructure,The Tavistock & Portman NHS Foundation Trust,Training,109.33,Travel Expenses,S160
18/04/2021,Community Services,Hopwells Ltd,Project Management,248.86,Food & Drink Purchases,S987
18/04/2021,Infrastructure,Bramley Court Care Homes Limited,Project Management,278.85,Office Supplies,S471
18/04/2021,Community Services,Harborne Lane Allotment Assoc,Training,289.75,Consulting,S892
18/04/2021,Healthcare,M & D Care Operations Limited,Maintenance,342.98,Food & Drink Purchases,S239
18/04/2021,Healthcare,East Mapleshire Community Forum Ltd.,Equipment Purchase,113.63,Office Supplies,S468
18/04/2021,Infrastructure,Marblefield Ltd,Training,54.9,Utilities,S792
18/04/2021,Healthcare,Kwb Corporate Cleaning Ltd,Equipment Purchase,443.12,Food & Drink Purchases,S243
18/04/2021,Education,Pk Education Ltd,Equipment Purchase,357.42,Travel Expenses,S274
19/04/2021,Community Services,Ashlea Mews Care Home,Equipment Purchase,313.39,Food & Drink Purchases,S167
19/04/2021,Housing,Craftspace,Equipment Purchase,262.59,Office Supplies,S467
19/04/2021,Housing,Pyramid Educational Consultants UK Ltd,Project Management,190.62,Consulting,S298
19/04/2021,Healthcare,The Mens Support Group,Training,128.13,Consulting,S380
19/04/2021,Education,Chaplins Ltd,Equipment Purchase,353.79,Office Supplies,S387
19/04/2021,Healthcare,Footherley Hall,Maintenance,319.35,Office Supplies,S209
19/04/2021,Housing,Overdrive Inc,Training,251.71,Travel Expenses,S297
20/04/2021,Infrastructure,Sanderson Weatherall LLP,Consultation,425.42,Travel Expenses,S569
20/04/2021,Infrastructure,Hunter Douglas UK Retail Limited,Training,56.75,Food & Drink Purchases,S492
20/04/2021,Education,Obatos Care Services Ltd,Training,357.98,Food & Drink Purchases,S247
20/04/2021,Housing,Central Electrical Systems Ltd,Maintenance,184.54,Utilities,S941
20/04/2021,Healthcare,Utility Mapping Group (UK) Limited,Project Management,498.76,Travel Expenses,S381
20/04/2021,Education,Baily Garner LLP,Training,441.85,Office Supplies,S695
20/04/2021,Healthcare,Hygienebusters Ltd,Project Management,365.36,Food & Drink Purchases,S148
20/04/2021,Education,Kikit Pathways To Recovery CIC,Consultation,372.07,Utilities,S334
21/04/2021,Community Services,Sparx Limited,Equipment Purchase,159.39,Utilities,S186
21/04/2021,Housing,Findel Education Limited,Consultation,296.4,Utilities,S253
21/04/2021,Infrastructure,Alan Critchley Consulting Ltd,Training,103.95,Food & Drink Purchases,S383
21/04/2021,Education,Anchor Hanover Group - Kerria Court,Training,369.84,Office Supplies,S540
21/04/2021,Infrastructure,Mapleshire Glass Services Ltd,Maintenance,426.66,Consulting,S819
21/04/2021,Community Services,Forward Contractors Ltd,Project Management,67.24,Food & Drink Purchases,S633
21/04/2021,Housing,Oxford University Press,Project Management,374.34,Office Supplies,S395
21/04/2021,Community Services,Shared Lives Plus Ltd,Consultation,326.61,Utilities,S887
22/04/2021,Housing,Ysa Supply Ltd,Equipment Purchase,63.39,Consulting,S114
22/04/2021,Infrastructure,The Literacy Tree Ltd,Training,395.7,Office Supplies,S745
22/04/2021,Infrastructure,Memsafe Limited,Training,467.6,Travel Expenses,S946
22/04/2021,Education,Onecom Limited,Project Management,384.52,Office Supplies,S211
22/04/2021,Housing,BCD Meetings & Events Limited,Training,85.57,Food & Drink Purchases,S287
22/04/2021,Healthcare,ACF Acquisitions 11 Limited,Project Management,231.41,Utilities,S607
22/04/2021,Healthcare,Eventmen Ltd,Maintenance,424.04,Office Supplies,S150
23/04/2021,Community Services,Taylor Shaw Limited,Consultation,68.75,Food & Drink Purchases,S561
23/04/2021,Housing,Inspire Cornwall CIC,Equipment Purchase,154.84,Consulting,S960
23/04/2021,Education,Redwood Technologies Ltd,Equipment Purchase,77.69,Consulting,S997
23/04/2021,Education,Oxford University Press,Project Management,203.1,Travel Expenses,S538
23/04/2021,Community Services,Fire Safety Store,Equipment Purchase,420.66,Food & Drink Purchases,S890
